artist_name,title,format,award_month,award_day,award_year,award_type,type
Olivia Rodrigo,vampire,Single,September,18,2023,Platinum,Digital
Olivia Rodrigo,vampire,Single,September,18,2023,Gold,Digital
Olivia Rodrigo,enough for you ,Single,July,6,2023,Platinum,Digital
Olivia Rodrigo,enough for you ,Single,November,17,2021,Gold,Digital
Olivia Rodrigo,"1 step forward, 3 steps back",Single,July,6,2023,Platinum,Digital
Olivia Rodrigo,"1 step forward, 3 steps back",Single,November,17,2021,Gold,Digital
Olivia Rodrigo,brutal,Single,June,30,2023,2x Platinum,Digital
Olivia Rodrigo,brutal,Single,November,12,2021,Platinum,Digital
Olivia Rodrigo,brutal,Single,November,12,2021,Gold,Digital
Olivia Rodrigo,"jealousy, jealousy",Single,June,30,2023,2x Platinum,Digital
Olivia Rodrigo,"jealousy, jealousy",Single,June,30,2023,Platinum,Digital
Olivia Rodrigo,"jealousy, jealousy",Single,November,17,2021,Gold,Digital
Olivia Rodrigo,traitor,Single,June,30,2023,4x Platinum,Digital
Olivia Rodrigo,traitor,Single,March,7,2022,2x Platinum,Digital
Olivia Rodrigo,traitor,Single,November,17,2021,Platinum,Digital
Olivia Rodrigo,traitor,Single,November,17,2021,Gold,Digital
Olivia Rodrigo,deja vu,Single,June,30,2023,4x Platinum,Digital
Olivia Rodrigo,deja vu,Single,March,7,2022,3x Platinum,Digital
Olivia Rodrigo,deja vu,Single,November,17,2021,2x Platinum,Digital
Olivia Rodrigo,deja vu,Single,May,14,2021,Gold,Digital
Olivia Rodrigo,drivers license,Single,June,30,2023,6x Platinum,Digital
Olivia Rodrigo,drivers license,Single,March,7,2022,5x Platinum,Digital
Olivia Rodrigo,drivers license,Single,November,17,2021,4x Platinum,Digital
Olivia Rodrigo,drivers license,Single,May,14,2021,3x Platinum,Digital
Olivia Rodrigo,drivers license,Single,February,24,2021,2x Platinum,Digital
Olivia Rodrigo,drivers license,Single,February,24,2021,Platinum,Digital
Olivia Rodrigo,drivers license,Single,January,19,2021,Gold,Digital
Olivia Rodrigo,hope ur ok,Single,June,30,2023,Platinum,Digital
Olivia Rodrigo,hope ur ok,Single,November,17,2021,Gold,Digital
Olivia Rodrigo,happier,Single,June,30,2023,2x Platinum,Digital
Olivia Rodrigo,happier,Single,November,17,2021,Platinum,Digital
Olivia Rodrigo,happier,Single,November,17,2021,Gold,Digital
Olivia Rodrigo,SOUR,Album,June,13,2023,4x Platinum,Standard
Olivia Rodrigo,SOUR,Album,March,7,2022,3x Platinum,Standard
Olivia Rodrigo,SOUR,Album,November,17,2021,2x Platinum,Standard
Olivia Rodrigo,SOUR,Album,June,23,2021,Platinum,Standard
Olivia Rodrigo,SOUR,Album,May,30,2021,Gold,Standard
Olivia Rodrigo,All I Want,Single,July,23,2021,Platinum,Digital
Olivia Rodrigo,All I Want,Single,April,23,2020,Gold,Digital
